23,10022891
11,10007541
21,10010331
3,10005329
8,10029205
9,10015919
10,10013993
13,10038738
14,10017947
18,10038359
16,10040785
17,10028395
5,10014698
6,10027433
1,10021881
24,10022117
2,10029104
25,10042613
12,10047065
22,10018065
19,10036585
26,10041244
4,10021428
15,10019805
20,10038604
7,10037175
27,10077536
